date,SOXL,SOXS,TQQQ,SQQQ,SPXL,SPXS,TMF,TMV
2016-03-21,1.6343690156936646,34312128.0,1.9635686874389648,150300.40625,18.810216903686523,6758.34765625,185.5785675048828,49.2152099609375
2016-03-22,1.6301217079162598,34445516.0,1.9810720682144165,148973.09375,18.776079177856445,6762.66259765625,185.4954071044922,49.2152099609375
2016-03-23,1.5646015405654907,35810204.0,1.933931589126587,152564.6875,18.41425895690918,6905.080078125,191.9606475830078,47.549129486083984
2016-03-24,1.5609616041183472,35902560.0,1.933335304260254,152330.5,18.38694953918457,6905.080078125,191.8358917236328,47.52721405029297
2016-03-28,1.5591416358947754,35953844.0,1.92637300491333,153111.21875,18.409706115722656,6896.4501953125,192.62583923339844,47.28606414794922
2016-03-29,1.6185957193374634,34537856.0,2.018465280532837,145771.890625,18.933095932006836,6710.87548828125,198.3426513671875,45.817283630371094
2016-03-30,1.6671292781829834,33552828.0,2.0486977100372314,143585.734375,19.18113899230957,6620.24755859375,192.52191162109375,47.242218017578125
2016-03-31,1.6386158466339111,34045348.0,2.036764144897461,144366.53125,19.021846771240234,6659.0869140625,196.24302673339844,46.36533737182617
2016-04-01,1.670769214630127,33368126.0,2.1045901775360107,139525.609375,19.390493392944336,6529.61767578125,198.11398315429688,45.88304901123047
2016-04-04,1.6246623992919922,34230040.0,2.078533411026001,141321.46875,19.215274810791016,6590.03662109375,198.3842315673828,45.79536437988281
2016-04-05,1.5955418348312378,34866212.0,2.0226423740386963,145147.234375,18.64636993408203,6788.55859375,204.80787658691406,44.348506927490234
2016-04-06,1.644075870513916,33809348.0,2.1195075511932373,138120.234375,19.24258041381836,6564.1435546875,200.4423370361328,45.181549072265625
2016-04-07,1.5670284032821655,35348468.0,2.028012990951538,144210.328125,18.555347442626953,6797.1884765625,207.6767120361328,43.559303283691406
2016-04-08,1.5906888246536255,34855952.0,2.0232391357421875,144522.671875,18.714635848999023,6745.40087890625,203.83082580566406,44.348506927490234
2016-04-11,1.5882617235183716,34876468.0,2.0015578269958496,146006.15625,18.566722869873047,6788.55859375,202.95773315429688,44.54579544067383
2016-04-12,1.583409070968628,35061160.0,2.0483009815216064,142258.390625,19.10149574279785,6607.298828125,198.9247283935547,45.48845291137695
