date,SOXL,SOXS,TQQQ,SQQQ,SPXL,SPXS,TMF,TMV
2023-01-25,14.217826843261719,4259.5478515625,10.309139251708984,864.7562866210938,68.41468811035156,170.8847198486328,85.30223083496094,24.096920013427734
2023-01-26,14.912571907043457,4061.470458984375,10.905379295349121,815.2193603515625,70.53111267089844,165.5115509033203,84.03446960449219,24.478588104248047
2023-01-27,14.658156394958496,4140.35205078125,11.21792221069336,791.9798583984375,71.00682830810547,164.2783660888672,83.49114227294922,24.651466369628906
2023-01-30,13.503511428833008,4452.36865234375,10.544751167297363,839.8859252929688,68.36614990234375,170.5324249267578,82.3139419555664,24.959043502807617
2023-01-31,14.208043098449707,4219.23193359375,11.015970230102539,802.37646484375,71.30776977539062,163.2213592529297,84.39669799804688,24.328166961669922
2023-02-01,16.439056396484375,3560.140869140625,11.727608680725098,751.0047607421875,73.6086654663086,158.0243377685547,87.29444122314453,23.501964569091797
2023-02-02,17.534992218017578,3328.75830078125,12.939316749572754,672.9281616210938,76.72502899169922,151.41796875,87.65664672851562,23.427873611450195
2023-02-03,16.566261291503906,3509.306884765625,12.270955085754395,706.7681884765625,74.29795837402344,156.08645629882812,83.67225646972656,24.460628509521484
2023-02-06,15.754096031188965,3681.091064453125,11.958412170410156,725.3189697265625,72.95819854736328,158.99327087402344,81.95172882080078,25.055585861206055
2023-02-07,17.21208381652832,3330.51123046875,12.698898315429688,680.4708251953125,75.7250747680664,153.09161376953125,79.95953369140625,25.661771774291992
2023-02-08,16.13571548461914,3544.365234375,12.016111373901367,716.7570190429688,73.29798889160156,157.93624877929688,80.86506652832031,25.31377601623535
2023-02-09,16.22378158569336,3519.824462890625,11.693950653076172,736.531005859375,71.31747436523438,162.42857360839844,78.69175720214844,26.01874542236328
2023-02-10,15.460541725158691,3696.867431640625,11.453533172607422,751.6163330078125,71.705810546875,161.54776000976562,75.88459014892578,26.975175857543945
2023-02-13,16.06722068786621,3539.106689453125,11.996877670288086,715.533935546875,74.22026824951172,155.8222198486328,77.69567108154297,26.292648315429688
2023-02-14,16.95766830444336,3342.78173828125,12.256529808044434,700.4486694335938,74.11347961425781,155.99838256835938,77.33345031738281,26.490222930908203
2023-02-15,17.163162231445312,3304.218017578125,12.530606269836426,684.5479125976562,74.8124771118164,154.58905029296875,75.1601333618164,27.2064208984375
