Date,Start Equity,End Equity,PnL,Return %,Drawdown %,Holdings,Notes
2025-07-08,9943.12,9943.12,0.0,0.0,0.5688,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-09,9929.2,9929.2,0.0,0.0,0.708,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-10,9915.3,9915.3,0.0,0.0,0.847,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-11,9901.42,9901.42,0.0,0.0,0.9858,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-14,9887.56,9887.56,0.0,0.0,1.1244,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-15,9873.72,9873.72,0.0,0.0,1.2628,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-16,9859.89,9859.89,0.0,0.0,1.4011,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-17,9846.09,9846.09,0.0,0.0,1.5391,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-18,9832.3,9832.3,0.0,0.0,1.677,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-21,9818.54,9818.54,0.0,0.0,1.8146,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-22,9804.79,9804.79,0.0,0.0,1.9521,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-23,9791.07,9791.07,0.0,0.0,2.0893,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-24,9777.36,9777.36,0.0,0.0,2.2264,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-25,9763.67,9763.67,0.0,0.0,2.3633,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-28,9750.0,9750.0,0.0,0.0,2.5,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-29,9736.35,9736.35,0.0,0.0,2.6365,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-30,9722.72,9722.72,0.0,0.0,2.7728,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-31,9709.11,9709.11,0.0,0.0,2.9089,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-08-01,9695.52,9695.52,0.0,0.0,3.0448,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-08-04,9681.94,9681.94,0.0,0.0,3.1806,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-08-05,9668.39,9668.39,0.0,0.0,3.3161,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-08-06,9654.85,9654.85,0.0,0.0,3.4515,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-08-07,9641.34,9641.34,0.0,0.0,3.5866,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
2025-08-08,9627.84,9627.84,0.0,0.0,3.7216,"{""SOXS"": 173.4094710565479}",vol_target_off;persistence_off;inverse_blocker_off
