candidate_id,stop_pct,rv_gate,trail_scale,threshold_scale,strict_accept,score,avg_return_pct,avg_max_dd_pct,delta_avg_return_pct,delta_avg_max_dd_pct,ret_wins,dd_wins,both_wins
C_sp4.8_rv75_tr1.10_th1.20,4.75,75.0,1.1,1.2,True,308.9392,334.2063,25.2671,77.1177,-0.3714,7,2,2
C_sp4.8_rv80_tr1.10_th1.20,4.75,80.0,1.1,1.2,True,308.9392,334.2063,25.2671,77.1177,-0.3714,7,2,2
C_sp4.8_rv85_tr1.10_th1.20,4.75,85.0,1.1,1.2,True,308.9392,334.2063,25.2671,77.1177,-0.3714,7,2,2
C_sp4.8_rv90_tr1.10_th1.20,4.75,90.0,1.1,1.2,True,308.9392,334.2063,25.2671,77.1177,-0.3714,7,2,2
C_sp4.8_rv70_tr1.10_th1.20,4.75,70.0,1.1,1.2,True,307.6061,332.8732,25.2671,75.7846,-0.3714,7,2,2
C_sp5.0_rv75_tr1.10_th1.20,5.0,75.0,1.1,1.2,True,306.5663,331.8334,25.2671,74.7448,-0.3714,7,2,2
C_sp5.0_rv80_tr1.10_th1.20,5.0,80.0,1.1,1.2,True,306.5663,331.8334,25.2671,74.7448,-0.3714,7,2,2
C_sp5.0_rv85_tr1.10_th1.20,5.0,85.0,1.1,1.2,True,306.5663,331.8334,25.2671,74.7448,-0.3714,7,2,2
C_sp5.0_rv90_tr1.10_th1.20,5.0,90.0,1.1,1.2,True,306.5663,331.8334,25.2671,74.7448,-0.3714,7,2,2
C_sp5.0_rv70_tr1.10_th1.20,5.0,70.0,1.1,1.2,True,305.0983,330.3654,25.2671,73.2769,-0.3714,7,2,2
C_sp5.2_rv75_tr1.10_th1.20,5.25,75.0,1.1,1.2,True,303.9351,329.2194,25.2843,72.1308,-0.3543,7,2,2
C_sp5.2_rv80_tr1.10_th1.20,5.25,80.0,1.1,1.2,True,303.9351,329.2194,25.2843,72.1308,-0.3543,7,2,2
C_sp5.2_rv85_tr1.10_th1.20,5.25,85.0,1.1,1.2,True,303.9351,329.2194,25.2843,72.1308,-0.3543,7,2,2
C_sp5.2_rv90_tr1.10_th1.20,5.25,90.0,1.1,1.2,True,303.9351,329.2194,25.2843,72.1308,-0.3543,7,2,2
C_sp5.2_rv70_tr1.10_th1.20,5.25,70.0,1.1,1.2,True,302.332,327.6163,25.2843,70.5277,-0.3543,7,2,2
C_sp5.5_rv75_tr1.10_th1.20,5.5,75.0,1.1,1.2,True,301.4959,326.8059,25.31,69.7173,-0.3286,7,2,2
C_sp5.5_rv80_tr1.10_th1.20,5.5,80.0,1.1,1.2,True,301.4959,326.8059,25.31,69.7173,-0.3286,7,2,2
C_sp5.5_rv85_tr1.10_th1.20,5.5,85.0,1.1,1.2,True,301.4959,326.8059,25.31,69.7173,-0.3286,7,2,2
C_sp5.5_rv90_tr1.10_th1.20,5.5,90.0,1.1,1.2,True,301.4959,326.8059,25.31,69.7173,-0.3286,7,2,2
C_sp4.8_rv75_tr1.15_th1.20,4.75,75.0,1.15,1.2,True,300.4905,325.7976,25.3071,68.709,-0.3314,7,2,2
C_sp4.8_rv80_tr1.15_th1.20,4.75,80.0,1.15,1.2,True,300.4905,325.7976,25.3071,68.709,-0.3314,7,2,2
C_sp4.8_rv85_tr1.15_th1.20,4.75,85.0,1.15,1.2,True,300.4905,325.7976,25.3071,68.709,-0.3314,7,2,2
C_sp4.8_rv90_tr1.15_th1.20,4.75,90.0,1.15,1.2,True,300.4905,325.7976,25.3071,68.709,-0.3314,7,2,2
C_sp5.5_rv70_tr1.10_th1.20,5.5,70.0,1.1,1.2,True,299.755,325.065,25.31,67.9764,-0.3286,7,2,2
C_sp4.8_rv70_tr1.15_th1.20,4.75,70.0,1.15,1.2,True,299.2003,324.5074,25.3071,67.4189,-0.3314,7,2,2
C_sp5.0_rv75_tr1.15_th1.20,5.0,75.0,1.15,1.2,True,298.1773,323.4844,25.3071,66.3959,-0.3314,7,2,2
C_sp5.0_rv80_tr1.15_th1.20,5.0,80.0,1.15,1.2,True,298.1773,323.4844,25.3071,66.3959,-0.3314,7,2,2
C_sp5.0_rv85_tr1.15_th1.20,5.0,85.0,1.15,1.2,True,298.1773,323.4844,25.3071,66.3959,-0.3314,7,2,2
C_sp5.0_rv90_tr1.15_th1.20,5.0,90.0,1.15,1.2,True,298.1773,323.4844,25.3071,66.3959,-0.3314,7,2,2
C_sp4.8_rv75_tr1.05_th1.20,4.75,75.0,1.05,1.2,True,296.8204,322.049,25.2286,64.9604,-0.41,7,2,2
