Date,Start Equity,End Equity,PnL,Return %,Drawdown %,Holdings,Notes
2025-07-08,10071.19,10071.19,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-09,10089.32,10089.32,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-10,10107.48,10107.48,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-11,10125.67,10125.67,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-14,10143.9,10143.9,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-15,10162.16,10162.16,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-16,10180.45,10180.45,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-17,10198.77,10198.77,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-18,10217.13,10217.13,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-21,10235.52,10235.52,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-22,10253.94,10253.94,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-23,10272.4,10272.4,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-24,10290.89,10290.89,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-25,10309.42,10309.42,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-28,10327.97,10327.97,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-29,10346.56,10346.56,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-30,10365.19,10365.19,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-31,10383.84,10383.84,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-08-01,10402.53,10402.53,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-08-04,10421.26,10421.26,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-08-05,10440.02,10440.02,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-08-06,10458.81,10458.81,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-08-07,10477.64,10477.64,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-08-08,10496.5,10496.5,0.0,0.0,0.0,"{""SOXL"": 49.31883653847155}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
