ok,idx,attempt,elapsed_sec,window,cpu_final_equity,cpu_return_pct,cpu_pnl,cpu_maxdd_pct,gpu_final_equity,gpu_return_pct,gpu_pnl,gpu_maxdd_pct,cpu_gpu_diff_bps,gpu_backend,summary_json,strategy_profile,profit_lock_exec_model,runtime_profit_lock_order_type,rebalance_time_ny,slippage_bps,sell_fee_bps,runtime_stop_price_offset_bps,warmup_days,daily_lookback_days,anchor_window_start_equity,daily_synthetic_parity,cpu_score,gpu_score,combined_score
True,1,1,9.696,2026-03-13 to 2026-03-26,11019.677119951215,10.196771199512146,1019.677119951215,7.978620952768058,11019.677119951215,10.196771199512146,1019.677119951215,7.978620952768058,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00001_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.0,0.0,2.0,260,800,False,False,6.207460723128117,6.207460723128117,6.207460723128117
True,2,1,10.235,2026-03-13 to 2026-03-26,11019.677119951215,10.196771199512146,1019.677119951215,7.978620952768058,11019.677119951215,10.196771199512146,1019.677119951215,7.978620952768058,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00002_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.0,0.0,4.0,260,800,False,False,6.207460723128117,6.207460723128117,6.207460723128117
True,0,1,10.021,2026-03-13 to 2026-03-26,11019.677119951215,10.196771199512146,1019.677119951215,7.978620952768058,11019.677119951215,10.196771199512146,1019.677119951215,7.978620952768058,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00000_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.0,0.0,1.0,260,800,False,False,6.207460723128117,6.207460723128117,6.207460723128117
True,3,1,10.283,2026-03-13 to 2026-03-26,11018.024251029427,10.180242510294256,1018.0242510294265,7.984018834065602,11018.024251029427,10.180242510294256,1018.0242510294265,7.984018834065602,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00003_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.0,0.5,1.0,260,800,False,False,6.188233093261456,6.188233093261456,6.188233093261456
True,5,1,8.428,2026-03-13 to 2026-03-26,11018.024251029427,10.180242510294256,1018.0242510294265,7.984018834065602,11018.024251029427,10.180242510294256,1018.0242510294265,7.984018834065602,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00005_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.0,0.5,4.0,260,800,False,False,6.188233093261456,6.188233093261456,6.188233093261456
True,4,1,10.082,2026-03-13 to 2026-03-26,11018.024251029427,10.180242510294256,1018.0242510294265,7.984018834065602,11018.024251029427,10.180242510294256,1018.0242510294265,7.984018834065602,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00004_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.0,0.5,2.0,260,800,False,False,6.188233093261456,6.188233093261456,6.188233093261456
True,8,1,10.247,2026-03-13 to 2026-03-26,11016.371547394527,10.163715473945256,1016.3715473945267,7.989417755173325,11016.371547394527,10.163715473945256,1016.3715473945267,7.989417755173325,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00008_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.0,1.0,4.0,260,800,False,False,6.169006596358594,6.169006596358594,6.169006596358594
True,7,1,10.169,2026-03-13 to 2026-03-26,11016.371547394527,10.163715473945256,1016.3715473945267,7.989417755173325,11016.371547394527,10.163715473945256,1016.3715473945267,7.989417755173325,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00007_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.0,1.0,2.0,260,800,False,False,6.169006596358594,6.169006596358594,6.169006596358594
True,6,1,10.216,2026-03-13 to 2026-03-26,11016.371547394527,10.163715473945256,1016.3715473945267,7.989417755173325,11016.371547394527,10.163715473945256,1016.3715473945267,7.989417755173325,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00006_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.0,1.0,1.0,260,800,False,False,6.169006596358594,6.169006596358594,6.169006596358594
True,14,1,9.875,2026-03-13 to 2026-03-26,11015.820921602279,10.158209216022795,1015.8209216022788,7.989417215256251,11015.820921602279,10.158209216022795,1015.8209216022788,7.989417215256251,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00014_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.5,0.0,4.0,260,800,False,False,6.163500608394671,6.163500608394671,6.163500608394671
True,12,1,8.591,2026-03-13 to 2026-03-26,11015.820921602279,10.158209216022795,1015.8209216022788,7.989417215256251,11015.820921602279,10.158209216022795,1015.8209216022788,7.989417215256251,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00012_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.5,0.0,1.0,260,800,False,False,6.163500608394671,6.163500608394671,6.163500608394671
True,13,1,8.331,2026-03-13 to 2026-03-26,11015.820921602279,10.158209216022795,1015.8209216022788,7.989417215256251,11015.820921602279,10.158209216022795,1015.8209216022788,7.989417215256251,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00013_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.5,0.0,2.0,260,800,False,False,6.163500608394671,6.163500608394671,6.163500608394671
True,17,1,8.67,2026-03-13 to 2026-03-26,11014.168631081317,10.141686310813158,1014.1686310813166,7.994816636279964,11014.168631081317,10.141686310813158,1014.1686310813166,7.994816636279964,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00017_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.5,0.5,4.0,260,800,False,False,6.144277992673176,6.144277992673176,6.144277992673176
True,16,1,8.468,2026-03-13 to 2026-03-26,11014.168631081317,10.141686310813158,1014.1686310813166,7.994816636279964,11014.168631081317,10.141686310813158,1014.1686310813166,7.994816636279964,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00016_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.5,0.5,2.0,260,800,False,False,6.144277992673176,6.144277992673176,6.144277992673176
True,15,1,10.072,2026-03-13 to 2026-03-26,11014.168631081317,10.141686310813158,1014.1686310813166,7.994816636279964,11014.168631081317,10.141686310813158,1014.1686310813166,7.994816636279964,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00015_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.5,0.5,1.0,260,800,False,False,6.144277992673176,6.144277992673176,6.144277992673176
True,10,1,10.469,2026-03-13 to 2026-03-26,11013.066635952344,10.130666359523444,1013.0666359523439,7.999530127794809,11013.066635952344,10.130666359523444,1013.0666359523439,7.999530127794809,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00010_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.0,2.0,2.0,260,800,False,False,6.130901295626039,6.130901295626039,6.130901295626039
True,9,1,10.001,2026-03-13 to 2026-03-26,11013.066635952344,10.130666359523444,1013.0666359523439,7.999530127794809,11013.066635952344,10.130666359523444,1013.0666359523439,7.999530127794809,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00009_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.0,2.0,1.0,260,800,False,False,6.130901295626039,6.130901295626039,6.130901295626039
True,11,1,9.679,2026-03-13 to 2026-03-26,11013.066635952344,10.130666359523444,1013.0666359523439,7.999530127794809,11013.066635952344,10.130666359523444,1013.0666359523439,7.999530127794809,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00011_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.0,2.0,4.0,260,800,False,False,6.130901295626039,6.130901295626039,6.130901295626039
True,19,1,9.473,2026-03-13 to 2026-03-26,11012.516505789412,10.125165057894115,1012.5165057894119,7.999528747580712,11012.516505789412,10.125165057894115,1012.5165057894119,7.999528747580712,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00019_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.5,1.0,2.0,260,800,False,False,6.125400684103759,6.125400684103759,6.125400684103759
True,20,1,8.703,2026-03-13 to 2026-03-26,11012.516505789412,10.125165057894115,1012.5165057894119,7.999528747580712,11012.516505789412,10.125165057894115,1012.5165057894119,7.999528747580712,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00020_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.5,1.0,4.0,260,800,False,False,6.125400684103759,6.125400684103759,6.125400684103759
True,18,1,8.759,2026-03-13 to 2026-03-26,11012.516505789412,10.125165057894115,1012.5165057894119,7.999528747580712,11012.516505789412,10.125165057894115,1012.5165057894119,7.999528747580712,0.0,cupy_available_cpu_logic,/home/chewy/projects/trading-compose-dev/research/reports/cost_stress_20260327/sweep_00018_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-13_to_2026-03-26_paper_live_style_optimistic.json,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,15:55,0.5,1.0,1.0,260,800,False,False,6.125400684103759,6.125400684103759,6.125400684103759
