candidate_id,score,short_penalty_sum,short_excess_sum,long_diff_2y_vs_OV,trail_scale,threshold_scale,stop_pct,rv_gate,shock_drop_pct,shock_hold_days,dd_trigger_pct,dd_window_days,reentry_pos_days,defensive_symbol,1m_ret,1m_mdd,2m_ret,2m_mdd,3m_ret,3m_mdd,4m_ret,4m_mdd,5m_ret,5m_mdd,6m_ret,6m_mdd,1y_ret,1y_mdd,2y_ret,2y_mdd
HYB-0048,-4247.237195806649,1924.8651958066498,0.0,-774.1239999999998,1.1,1.2,4.7,77.5,0.0,0,20.0,20,2,SOXS,41.24459460551735,35.16,60.82520907707896,35.16,52.18842316481802,35.16,49.76884983724354,42.5,56.32435623901344,42.5,16.8360350481896,42.5,144.26493261783318,49.94,74.7464,69.6
HYB-0028,-4272.2575440583405,1924.8652440583414,0.0,-782.4640999999998,1.1,1.2,4.7,72.5,0.0,0,20.0,20,2,SOXS,41.24456878324618,35.16,60.82518365173388,35.16,52.18840284135236,35.16,49.768785190731975,42.5,56.32431934797191,42.5,16.836039745217214,42.5,144.26505277774928,52.33,66.4063,70.91
HYB-0008,-4272.2575440583405,1924.8652440583414,0.0,-782.4640999999998,1.1,1.2,4.7,75.0,0.0,0,20.0,20,2,SOXS,41.24456878324618,35.16,60.82518365173388,35.16,52.18840284135236,35.16,49.768785190731975,42.5,56.32431934797191,42.5,16.836039745217214,42.5,144.26505277774928,52.33,66.4063,70.91
HYB-0128,-4285.550884855713,1930.9819848557138,0.0,-784.8562999999998,1.12,1.2,4.7,75.0,0.0,0,20.0,20,2,SOXS,40.95596020570926,35.42,60.36530814380401,35.42,51.56710611188018,35.42,49.0354419429643,42.54,55.558854047122686,42.54,16.168812771804575,42.54,141.68412831734526,52.46,64.01410000000001,70.98
HYB-0108,-4295.288116739672,1943.9469167396724,0.0,-783.7803999999998,1.08,1.2,4.7,75.0,0.0,0,20.0,20,2,SOXS,38.365644352772456,34.89,57.67607113522186,34.89,49.391493670611176,34.89,47.13667695170665,42.45,53.57695034075496,42.45,14.876543725315017,42.45,141.34729948028973,52.19,65.09,70.83
HYB-0047,-4301.41365629976,1934.7538562997609,0.0,-788.8865999999998,1.1,1.2,4.7,77.5,0.0,0,20.0,20,1,SOXS,29.965742435430933,34.89,47.9828359527406,34.89,40.03559014784879,34.89,37.80931633627844,34.89,43.84134850533705,34.89,32.86289569123522,34.89,179.06601102771228,60.13,59.98379999999999,68.75
HYB-0068,-4302.897140364271,1942.3912403642717,0.0,-786.8352999999997,1.1,1.15,4.7,75.0,0.0,0,20.0,20,2,SOXS,41.2446009614756,36.86,60.825211930645764,36.86,52.18836086375425,36.86,45.83462336016591,42.5,52.217955197492884,42.5,13.766963052001312,42.5,137.84864066653654,52.33,62.03510000000001,70.91
HYB-0025,-4306.045538619148,1774.948238619148,0.0,-843.6990999999998,1.1,1.2,4.7,72.5,0.0,0,15.0,20,1,SOXS,41.24460787210382,55.84,60.82541857367645,55.84,52.18837727548981,55.84,39.28018053094531,56.07,84.7762227196222,56.07,70.67361448070714,62.41,222.3809363246514,77.85,5.17129999999999,80.2
HYB-0058,-4308.2283145713045,1940.8680145713047,0.0,-789.1200999999998,1.1,1.2,4.7,77.5,6.0,1,12.0,20,1,SOXS,55.858056748811926,41.74,80.84557458408426,41.74,75.16614710858526,41.74,42.14101786124216,44.12,38.108313024173015,44.12,35.89224254529309,44.12,77.43822995284985,50.83,59.75030000000001,66.87
HYB-0007,-4324.319564135212,1934.7535641352126,0.0,-796.5219999999998,1.1,1.2,4.7,75.0,0.0,0,20.0,20,1,SOXS,29.96581696764853,34.89,47.98290432248664,34.89,40.03575614127812,34.89,37.80937330676317,36.85,43.841471532118945,36.85,32.86298094113502,36.85,179.06572904970116,62.03,52.348400000000005,70.1
HYB-0027,-4324.319564135212,1934.7535641352126,0.0,-796.5219999999998,1.1,1.2,4.7,72.5,0.0,0,20.0,20,1,SOXS,29.96581696764853,34.89,47.98290432248664,34.89,40.03575614127812,34.89,37.80937330676317,36.85,43.841471532118945,36.85,32.86298094113502,36.85,179.06572904970116,62.03,52.348400000000005,70.1
HYB-0054,-4327.539293214051,1951.9904932140512,0.0,-791.8495999999998,1.1,1.2,4.7,77.5,5.0,1,12.0,20,1,SOXS,55.85794388070604,43.2,80.8455771837666,43.2,70.82462551390185,43.2,38.57653971677648,44.12,34.64484622937183,44.12,32.48442037728589,44.12,81.09315028048422,45.74,57.02080000000001,65.08
HYB-0018,-4333.840723881074,1940.8679238810746,0.0,-797.6575999999998,1.1,1.2,4.7,75.0,6.0,1,12.0,20,1,SOXS,55.8579915810826,44.7,80.8456209045582,44.7,75.16605773040148,44.7,42.14107247265051,46.97,38.10825967269651,46.97,35.89230188543595,46.97,77.43836826844435,53.46,51.212800000000016,68.49
HYB-0038,-4334.5708481266465,1941.0733481266475,0.0,-797.8324999999998,1.1,1.2,4.7,72.5,6.0,1,12.0,20,1,SOXS,55.85796337534597,44.77,80.84559422205619,44.77,75.16616314199398,44.77,42.141009907847994,47.03,38.10820943289259,47.03,35.89217367520383,47.03,77.23313451435641,53.52,51.037900000000015,68.49
HYB-0088,-4335.495374893924,1930.2303748939244,0.0,-801.7549999999998,1.1,1.25,4.7,75.0,0.0,0,20.0,20,2,SOXS,41.24456946998028,35.16,60.825271958659876,35.16,52.18844978513779,35.16,49.768854800500485,42.5,56.324308701283954,42.5,16.836051942523646,42.5,138.8997148443336,53.53,47.11540000000001,71.65
HYB-0127,-4337.445371760583,1940.8899717605836,0.0,-798.8517999999998,1.12,1.2,4.7,75.0,0.0,0,20.0,20,1,SOXS,29.753222670440003,34.97,47.620069116987196,34.97,39.521037163796,34.97,37.190593550098086,37.46,43.1956153211766,37.46,32.10409568786441,37.46,176.04299112539817,62.16,50.0186,70.19
HYB-0138,-4344.776765662586,1945.9731656625863,0.0,-799.6011999999998,1.12,1.2,4.7,75.0,6.0,1,12.0,20,1,SOXS,55.539462345535576,45.23,80.32842733970958,45.23,74.45103202123295,45.23,41.560790286527705,47.35,37.54449464313523,47.35,35.17148950235218,47.35,75.74873459526476,53.72,49.26919999999999,68.54
HYB-0107,-4346.354081551557,1953.592781551558,0.0,-797.5870999999997,1.08,1.2,4.7,75.0,0.0,0,20.0,20,1,SOXS,27.264643779495778,34.81,45.02586883727797,34.81,37.40585796860299,34.81,35.331989107837416,36.23,41.25556727887283,36.23,30.634662678401202,36.23,175.80622519429804,61.89,51.28330000000001,70.0
HYB-0014,-4352.713822959714,1951.9902229597144,0.0,-800.2411999999998,1.1,1.2,4.7,75.0,5.0,1,12.0,20,1,SOXS,55.857888886558584,43.2,80.84557289163443,43.2,70.82461276059715,43.2,38.576577886926565,44.12,34.64497309441414,44.12,32.48450565622656,44.12,81.09324226027222,48.64,48.6292,66.78
HYB-0067,-4354.5452568880455,1952.9732568880463,0.0,-800.5239999999998,1.1,1.15,4.7,75.0,0.0,0,20.0,20,1,SOXS,29.965735872727727,34.89,47.98280624505588,34.89,40.03570123859321,34.89,34.18929517024407,36.85,40.062937795817554,36.85,29.37283828308004,36.85,171.73502490277932,62.03,48.34639999999999,70.1
HYB-0051,-4355.616230679166,1963.9547306791662,0.0,-797.2204999999998,1.1,1.2,4.7,77.5,4.0,1,12.0,20,1,SOXS,55.85790764860468,43.02,80.84561629460025,43.02,71.35504472296168,43.02,39.00681330909763,44.12,35.062953716972345,44.12,25.33567502789371,44.12,74.89885499704754,44.61,51.6499,65.08
HYB-0118,-4357.8428643208845,1960.5938643208847,0.0,-799.0829999999999,1.08,1.2,4.7,75.0,6.0,1,12.0,20,1,SOXS,52.6811661418872,44.15,77.30432147575057,44.15,71.946882540528,44.15,39.528822391322784,46.57,35.570157575099316,46.57,33.55856518571818,46.57,75.13381676515363,53.19,49.78739999999999,68.43
HYB-0078,-4361.35012762308,1956.46072762308,0.0,-801.6297999999998,1.1,1.15,4.7,75.0,6.0,1,12.0,20,1,SOXS,55.85798816568046,46.16,80.84548975102526,46.16,75.16610613899736,46.16,38.407177140536675,47.69,34.48030205884447,47.69,32.3225551341733,47.69,72.77725038400655,53.46,47.240599999999986,68.49
HYB-0134,-4363.299306212363,1957.036806212364,0.0,-802.0874999999997,1.12,1.2,4.7,75.0,5.0,1,12.0,20,1,SOXS,55.53946055004653,43.34,80.32851131791519,43.34,70.12725100054129,43.34,38.01079580766877,44.12,34.095213211561685,44.12,31.781784163335082,44.12,79.39777413291161,48.99,46.782900000000005,66.88
HYB-0034,-4366.13621883586,1952.2000188358602,0.0,-804.6453999999998,1.1,1.2,4.7,72.5,5.0,1,12.0,20,1,SOXS,55.85792370985623,43.2,80.84548792231763,43.2,70.82461295744218,43.2,38.57648393819522,44.12,34.64488200076366,44.12,32.48436780912329,44.12,80.88381922278589,50.17,44.225,67.73
HYB-0087,-4372.8051095449155,1935.5580095449159,0.0,-812.4156999999998,1.1,1.25,4.7,75.0,0.0,0,20.0,20,1,SOXS,29.965769081308412,34.89,47.98286082390375,34.89,40.035692734609405,34.89,37.80936606845287,39.01,43.84138673289433,39.01,34.606552040484154,39.01,176.51795936977555,62.99,36.454699999999995,70.85
HYB-0114,-4376.644066000335,1971.524566000336,0.0,-801.7064999999998,1.08,1.2,4.7,75.0,5.0,1,12.0,20,1,SOXS,52.68118738743226,43.06,77.30440827607478,43.06,67.68540790479693,43.06,36.0298562647317,44.12,32.17048067251043,44.12,30.20934162677731,44.12,78.71234826368479,48.28,47.16389999999999,66.68
HYB-0074,-4379.8410423194855,1967.4045423194862,0.0,-804.1454999999997,1.1,1.15,4.7,75.0,5.0,1,12.0,20,1,SOXS,55.857992243979716,44.69,80.84554174351591,44.69,70.82469225566655,44.69,34.93634748103105,44.89,31.10802094468501,44.89,29.00430623758201,44.89,76.33615317039768,48.64,44.7249,66.78
HYB-0098,-4380.922375705322,1940.6719757053236,0.0,-813.4167999999997,1.1,1.25,4.7,75.0,6.0,1,12.0,20,1,SOXS,55.85807109332481,45.78,80.8456864543572,45.78,75.16623862322609,45.78,42.14105222508584,48.0,38.108318090332375,48.0,37.634417342796624,48.0,75.89183686189776,54.95,35.453599999999994,68.83
HYB-0094,-4399.063354750828,1951.8700547508288,0.0,-815.7310999999997,1.1,1.25,4.7,75.0,5.0,1,12.0,20,1,SOXS,55.85793136549076,46.71,80.84566234358957,46.71,70.82478499238509,46.71,38.576631281595986,47.57,34.64489926356518,47.57,34.18283994626208,47.57,79.51479245262666,54.58,33.139300000000006,69.98
HYB-0011,-4437.678193217947,2000.561593217948,0.0,-812.3721999999998,1.1,1.2,4.7,75.0,4.0,1,12.0,20,1,SOXS,55.857937898070986,45.82,80.84549364183906,45.82,62.94265178636444,45.82,32.182571231851284,45.82,28.432268256675975,45.82,19.182528047554893,45.82,66.31255231603943,47.57,36.49819999999999,66.78
HYB-0131,-4447.518811783925,2005.315411783926,0.0,-814.0677999999998,1.12,1.2,4.7,75.0,4.0,1,12.0,20,1,SOXS,55.53942756133188,45.95,80.32851797698848,45.95,62.27747468375764,45.95,31.642906947447358,45.95,27.90797635076472,45.95,18.550406255963694,45.95,64.75547483616437,47.93,34.8026,66.88
HYB-0031,-4450.004494674188,2000.7537946741886,0.0,-816.4168999999998,1.1,1.2,4.7,72.5,4.0,1,12.0,20,1,SOXS,55.8579018280019,46.98,80.84561694783812,46.98,62.942683088854004,46.98,32.182525822064775,46.98,28.4322851518942,46.98,19.182525756962264,46.98,66.1202631265403,49.13,32.453500000000005,67.73
HYB-0111,-4460.450217425354,2019.2965174253543,0.0,-813.7178999999998,1.08,1.2,4.7,75.0,4.0,1,12.0,20,1,SOXS,52.681220161907994,45.69,77.30452259196969,45.69,59.94814060027669,45.69,29.75333401816993,45.69,26.072035566301555,45.69,17.135836922890245,45.69,64.12598910947358,47.2,35.15250000000001,66.68
HYB-0071,-4462.780216050811,2014.906816050811,0.0,-815.9577999999998,1.1,1.15,4.7,75.0,4.0,1,12.0,20,1,SOXS,55.858017308098226,47.24,80.84552575613884,47.24,62.94279398946428,47.24,28.71033623235002,47.24,25.058548009367666,47.24,16.051784399892767,47.24,61.94377465022121,47.57,32.912600000000005,66.78
HYB-0043,-4465.501389909348,1946.3860899093488,0.0,-839.7050999999998,1.1,1.2,4.7,77.5,0.0,0,12.0,20,1,SOXS,55.85802702683411,57.07,81.27778358981004,57.07,75.58482542092635,57.07,42.48070939314206,58.93,38.438370270421096,58.93,43.5331690679738,58.93,62.75862171788784,64.69,9.165299999999998,69.03
HYB-0091,-4480.277204578346,2000.4835045783461,0.0,-826.5978999999998,1.1,1.25,4.7,75.0,4.0,1,12.0,20,1,SOXS,55.858036588350465,51.06,80.84544663933409,51.06,62.942662732775226,51.06,32.182485286931836,51.06,28.432238595267645,51.06,20.710386883342657,51.06,64.86283509199609,53.63,22.272500000000008,69.98
HYB-0003,-4483.0038495057415,1946.3862495057424,0.0,-845.5391999999998,1.1,1.2,4.7,75.0,0.0,0,12.0,20,1,SOXS,55.857993342212396,59.37,81.2777185201819,59.37,75.58462390696317,59.37,42.480788826701655,61.12,38.43832980978181,61.12,43.53329786598623,61.12,62.75859461877478,66.58,3.331200000000001,70.54
HYB-0123,-4492.066463452611,1951.4210634526112,0.0,-846.8817999999998,1.12,1.2,4.7,75.0,0.0,0,12.0,20,1,SOXS,55.53942373827414,59.78,80.75938059951476,59.78,74.8679770657303,59.78,41.89895943044852,61.42,37.87311011615082,61.42,42.77179018040251,61.42,61.18589181321208,66.78,1.988600000000007,70.6
HYB-0103,-4505.553860370905,1966.0577603709055,0.0,-846.4986999999998,1.08,1.2,4.7,75.0,0.0,0,12.0,20,1,SOXS,52.68123604571562,58.94,77.72802872212247,58.94,72.35801787361858,58.94,39.862366895918555,60.81,35.89422276618539,60.81,41.068475708568975,60.81,60.66748801330897,66.36,2.371699999999999,70.48
HYB-0063,-4506.571252746583,1961.8107527465838,0.0,-848.2534999999998,1.1,1.15,4.7,75.0,0.0,0,12.0,20,1,SOXS,55.857942153266585,60.43,81.27799337707778,60.43,75.58473332530595,60.43,38.7381089283523,61.65,34.80183706990565,61.65,39.762970700544955,61.65,58.48325809530712,66.58,0.6169000000000091,70.54
HYB-0083,-4514.806760403209,1945.9652604032099,0.0,-856.2804999999997,1.1,1.25,4.7,75.0,0.0,0,12.0,20,1,SOXS,55.857934976921754,62.94,81.27761799503878,62.94,75.58479338090697,62.94,42.48063375405098,64.54,38.4383172078461,64.54,45.373144170623256,64.54,61.33989450774637,69.9,-7.410099999999997,72.89
HYB-0023,-4596.3230277897055,1946.5748277897055,0.0,-883.2493999999998,1.1,1.2,4.7,72.5,0.0,0,12.0,20,1,SOXS,55.857882198697965,74.2,81.2774867952883,74.2,75.58491737306277,74.2,42.48058346234269,75.31,38.43829969473154,75.31,43.53333347915387,75.31,62.570265603361364,78.77,-34.37899999999999,78.77
HYB-0046,-4687.44352977436,2046.9620297743609,0.0,-880.1604999999998,1.1,1.2,4.7,77.5,0.0,0,15.0,20,2,SOXS,41.24441630469864,71.15,60.825357591759065,71.15,52.18847388250616,71.15,26.152606135604618,71.15,43.624372909698984,71.15,7.343955781287348,71.15,67.97638401642851,72.26,-31.2901,80.77
HYB-0006,-4700.863563555162,2046.9627635551622,0.0,-884.6335999999998,1.1,1.2,4.7,75.0,0.0,0,15.0,20,2,SOXS,41.24434906506711,73.03,60.82519653497573,73.03,52.18816929171168,73.03,26.152643661908215,73.03,43.624233101400534,73.03,7.344005882156357,73.03,67.9762353039622,74.07,-35.7632,81.94
HYB-0066,-4700.863563555162,2046.9627635551622,0.0,-884.6335999999998,1.1,1.15,4.7,75.0,0.0,0,15.0,20,2,SOXS,41.24434906506711,73.03,60.82519653497573,73.03,52.18816929171168,73.03,26.152643661908215,73.03,43.624233101400534,73.03,7.344005882156357,73.03,67.9762353039622,74.07,-35.7632,81.94
HYB-0126,-4708.003083125499,2051.7001831255,0.0,-885.4342999999998,1.12,1.2,4.7,75.0,0.0,0,15.0,20,2,SOXS,40.955955221957055,73.32,60.365496041175824,73.32,51.56737564929013,73.32,25.586445966198056,73.32,42.979723759894675,73.32,6.774828272831179,73.32,66.38758835949692,74.19,-36.563900000000004,81.99
HYB-0086,-4719.376671292415,2046.9619712924164,0.0,-890.8048999999997,1.1,1.25,4.7,75.0,0.0,0,15.0,20,2,SOXS,41.24456639398297,75.62,60.825321910997744,75.62,52.18838539905699,75.62,26.152559311723287,75.62,43.62409965173342,75.62,7.3440322112513945,75.62,67.97666022518196,76.56,-41.9345,83.67
HYB-0106,-4720.46593854447,2064.6712385444707,0.0,-885.2648999999998,1.08,1.2,4.7,75.0,0.0,0,15.0,20,2,SOXS,38.365771790180816,72.72,57.67626111509125,72.72,49.391446904858086,72.72,23.884937205896108,72.72,41.042470956854935,72.72,5.500653516716092,72.72,65.78481636227626,73.93,-36.394499999999994,81.88
HYB-0044,-4743.961715387001,2033.428715387002,0.0,-903.5109999999997,1.1,1.2,4.7,77.5,0.0,0,12.0,20,2,SOXS,55.857623414687765,82.16,81.27735082187344,82.16,100.32150790741632,83.25,39.358989326729855,84.85,19.65180231868,84.85,16.920435828236013,84.85,-0.4988286082813542,84.85,-54.640600000000006,84.85
HYB-0064,-4751.232718906799,2033.4274189067996,0.0,-905.9350999999998,1.1,1.15,4.7,75.0,0.0,0,12.0,20,2,SOXS,55.85802081480487,83.12,81.27786597311355,83.12,100.32146389713152,84.14,39.35915038089395,85.66,19.651929159641625,85.66,16.92046686164621,85.66,-0.49871959768716945,85.66,-57.0647,85.66
HYB-0004,-4751.232718906799,2033.4274189067996,0.0,-905.9350999999998,1.1,1.2,4.7,75.0,0.0,0,12.0,20,2,SOXS,55.85802081480487,83.12,81.27786597311355,83.12,100.32146389713152,84.14,39.35915038089395,85.66,19.651929159641625,85.66,16.92046686164621,85.66,-0.49871959768716945,85.66,-57.0647,85.66
HYB-0124,-4756.804898078989,2037.5520980789897,0.0,-906.4175999999998,1.12,1.2,4.7,75.0,0.0,0,12.0,20,2,SOXS,55.53951615562451,83.26,80.75943761762426,83.26,99.50374074213315,84.24,38.789975088107,85.74,19.16307844315075,85.74,16.347929993038758,85.74,-1.3381797223242176,85.74,-57.5472,85.74
HYB-0084,-4763.609629919614,2033.4296299196149,0.0,-910.0599999999998,1.1,1.25,4.7,75.0,0.0,0,12.0,20,2,SOXS,55.85754903378151,84.47,81.2773828318402,84.47,100.32104717122343,85.41,39.359119831090304,86.8,19.651500484027107,86.8,16.920277520869796,86.8,-0.4989103961030694,86.8,-61.1896,86.8
HYB-0026,-4771.050758694812,2046.9628586948131,0.0,-908.0292999999998,1.1,1.2,4.7,72.5,0.0,0,15.0,20,2,SOXS,41.244397410358566,82.85,60.82529031648338,82.85,52.188300001117895,82.85,26.15245379064941,82.85,43.62412567124183,82.85,7.343811601440331,82.85,67.97635891023954,83.51,-59.15889999999999,85.24
HYB-0104,-4771.277307869416,2052.049707869417,0.0,-906.4091999999998,1.08,1.2,4.7,75.0,0.0,0,12.0,20,2,SOXS,52.68101142018813,82.97,77.72810795651937,82.97,96.64062463819796,84.04,36.798188103468846,85.57,17.452844541197223,85.57,14.865552128983396,85.57,-1.8984402616275764,85.57,-57.5388,85.57
HYB-0024,-4794.13146748619,2031.22536748619,0.0,-920.9686999999998,1.1,1.2,4.7,72.5,0.0,0,12.0,20,2,SOXS,55.85800469221316,89.03,81.27757167824217,89.03,100.32236294190291,89.7,39.359385457560414,90.68,19.651701823826826,90.68,16.92060778249902,90.68,1.7025945339097293,90.68,-72.0983,90.68
HYB-0053,-4858.977581083431,2221.3034810834315,0.0,-879.2246999999998,1.1,1.2,4.7,77.5,5.0,1,8.0,20,1,SOXS,42.4407653212529,69.5,47.831319674984506,69.5,39.63994129346848,69.5,20.223268306913656,69.5,-2.3173193039346174,69.5,-17.5350394115676,69.5,-5.268820568204546,69.5,-30.354300000000002,70.39
HYB-0052,-4858.977581083431,2221.3034810834315,0.0,-879.2246999999998,1.1,1.2,4.7,77.5,5.0,0,8.0,20,1,SOXS,42.4407653212529,69.5,47.831319674984506,69.5,39.63994129346848,69.5,20.223268306913656,69.5,-2.3173193039346174,69.5,-17.5350394115676,69.5,-5.268820568204546,69.5,-30.354300000000002,70.39
HYB-0013,-4870.144040543377,2221.3036405433772,0.0,-882.9467999999998,1.1,1.2,4.7,75.0,5.0,1,8.0,20,1,SOXS,42.44080775430301,71.13,47.83131287308997,71.13,39.63994687532433,71.13,20.223290896391475,71.13,-2.3174627635298983,71.13,-17.53509445668954,71.13,-5.268845325922333,71.13,-34.07640000000001,71.84
