Variant,Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %,Sell Time Price,Buy Time Price
G1-570248,2025-05-15,11801.65,TQQQ,08:00,TQQQ,15:55,TQQQ,TQQQ,11528.47,-273.17,-2.31,2.31,69.2,70.19
G1-570248,2025-05-16,11528.47,TQQQ,10:44,TQQQ,15:55,SPXL,SPXL,11477.5,-50.97,-0.44,2.75,69.703,156.06
G1-570248,2025-05-19,11477.5,SPXL,no change,no change,no change,no change,SPXL,11509.38,31.88,0.28,2.48,,
G1-570248,2025-05-20,11509.38,SPXL,no change,no change,no change,no change,SPXL,11362.0,-147.38,-1.28,3.73,,
G1-570248,2025-05-21,11362.0,SPXL,no change,no change,no change,no change,SPXL,10862.17,-499.83,-4.4,7.96,,
G1-570248,2025-05-22,10862.17,SPXL,no change,no change,no change,no change,SPXL,10835.28,-26.89,-0.25,8.19,,
G1-570248,2025-05-23,10835.28,SPXL,no change,no change,no change,no change,SPXL,10575.39,-259.89,-2.4,10.39,,
G1-570248,2025-05-27,10575.39,SPXL,no change,no change,no change,no change,SPXL,11227.4,652.01,6.17,4.87,,
G1-570248,2025-05-28,11227.4,SPXL,no change,no change,no change,no change,SPXL,11048.13,-179.27,-1.6,6.38,,
G1-570248,2025-05-29,11048.13,SPXL,no change,no change,15:55,SOXL,SOXL,11147.85,99.72,0.9,5.54,,17.105
G1-570248,2025-05-30,11147.85,SOXL,no change,no change,15:55,SPXL,SPXL,10580.02,-567.83,-5.09,10.35,,152.35
G1-570248,2025-06-02,10580.02,SPXL,no change,no change,no change,no change,SPXL,10653.63,73.61,0.7,9.73,,
G1-570248,2025-06-03,10653.63,SPXL,no change,no change,15:55,SOXL,SOXL,10875.14,221.51,2.08,7.85,,18.32
G1-570248,2025-06-04,10875.14,SOXL,no change,no change,no change,no change,SOXL,11312.99,437.85,4.03,4.14,,
G1-570248,2025-06-05,11312.99,SOXL,no change,no change,no change,no change,SOXL,11262.0,-50.99,-0.45,4.57,,
G1-570248,2025-06-06,11262.0,SOXL,no change,no change,no change,no change,SOXL,11431.9,169.9,1.51,3.13,,
G1-570248,2025-06-09,11431.9,SOXL,10:57,SOXL,15:55,SOXL,SOXL,12228.63,796.73,6.97,0.0,20.6194,20.595
G1-570248,2025-06-10,12228.63,SOXL,no change,no change,no change,no change,SOXL,12975.89,747.26,6.11,0.0,,
G1-570248,2025-06-11,12975.89,SOXL,no change,no change,no change,no change,SOXL,12812.36,-163.54,-1.26,1.26,,
G1-570248,2025-06-12,12812.36,SOXL,no change,no change,no change,no change,SOXL,12892.59,80.23,0.63,0.64,,
G1-570248,2025-06-13,12892.59,SOXL,no change,no change,no change,no change,SOXL,11868.47,-1024.12,-7.94,8.53,,
G1-570248,2025-06-16,11868.47,SOXL,18:51,SOXL,15:55,SOXL,SOXL,12897.03,1028.56,8.67,0.61,21.72,21.925
G1-570248,2025-06-17,12897.03,SOXL,no change,no change,no change,no change,SOXL,12622.65,-274.38,-2.13,2.72,,
G1-570248,2025-06-18,12622.65,SOXL,no change,no change,no change,no change,SOXL,12670.02,47.36,0.38,2.36,,
G1-570248,2025-06-20,12670.02,SOXL,no change,no change,15:55,TMF,TMF,12466.77,-203.25,-1.6,3.92,,37.3362
G1-570248,2025-06-23,12466.77,TMF,no change,no change,no change,no change,TMF,12620.28,153.51,1.23,2.74,,
G1-570248,2025-06-24,12620.28,TMF,no change,no change,15:55,SOXL,SOXL,12911.47,291.2,2.31,0.5,,24.0
G1-570248,2025-06-25,12911.47,SOXL,no change,no change,no change,no change,SOXL,13204.81,293.34,2.27,0.0,,
G1-570248,2025-06-26,13204.81,SOXL,no change,no change,no change,no change,SOXL,13519.72,314.91,2.38,0.0,,
G1-570248,2025-06-27,13519.72,SOXL,no change,no change,no change,no change,SOXL,13457.78,-61.94,-0.46,0.46,,
G1-570248,2025-06-30,13457.78,SOXL,no change,no change,no change,no change,SOXL,13506.69,48.9,0.36,0.1,,
G1-570248,2025-07-01,13506.69,SOXL,no change,no change,no change,no change,SOXL,13347.41,-159.28,-1.18,1.27,,
G1-570248,2025-07-02,13347.41,SOXL,no change,no change,no change,no change,SOXL,14028.25,680.84,5.1,0.0,,
G1-570248,2025-07-03,14028.25,SOXL,no change,no change,no change,no change,SOXL,14176.22,147.97,1.05,0.0,,
G1-570248,2025-07-07,14176.22,SOXL,no change,no change,no change,no change,SOXL,13449.63,-726.6,-5.13,5.13,,
G1-570248,2025-07-08,13449.63,SOXL,no change,no change,no change,no change,SOXL,14222.0,772.37,5.74,0.0,,
G1-570248,2025-07-09,14222.0,SOXL,no change,no change,no change,no change,SOXL,14305.5,83.5,0.59,0.0,,
G1-570248,2025-07-10,14305.5,SOXL,no change,no change,no change,no change,SOXL,14735.99,430.49,3.01,0.0,,
G1-570248,2025-07-11,14735.99,SOXL,no change,no change,no change,no change,SOXL,14714.45,-21.54,-0.15,0.15,,
G1-570248,2025-07-14,14714.45,SOXL,no change,no change,no change,no change,SOXL,14240.85,-473.6,-3.22,3.36,,
G1-570248,2025-07-15,14240.85,SOXL,no change,no change,no change,no change,SOXL,14762.87,522.02,3.67,0.0,,
G1-570248,2025-07-16,14762.87,SOXL,no change,no change,no change,no change,SOXL,14493.82,-269.05,-1.82,1.82,,
G1-570248,2025-07-17,14493.82,SOXL,no change,no change,no change,no change,SOXL,14709.13,215.31,1.49,0.36,,
G1-570248,2025-07-18,14709.13,SOXL,no change,no change,no change,no change,SOXL,14733.29,24.16,0.16,0.2,,
G1-570248,2025-07-21,14733.29,SOXL,no change,no change,no change,no change,SOXL,14806.01,72.72,0.49,0.0,,
G1-570248,2025-07-22,14806.01,SOXL,no change,no change,no change,no change,SOXL,14176.15,-629.86,-4.25,4.25,,
G1-570248,2025-07-23,14176.15,SOXL,no change,no change,15:55,SOXS,SOXS,13783.34,-392.81,-2.77,6.91,,7.62
G1-570248,2025-07-24,13783.34,SOXS,no change,no change,no change,no change,SOXS,13796.18,12.84,0.09,6.82,,
G1-570248,2025-07-25,13796.18,SOXS,no change,no change,no change,no change,SOXS,13846.88,50.7,0.37,6.48,,
G1-570248,2025-07-28,13846.88,SOXS,no change,no change,15:55,SOXL,SOXL,13063.67,-783.21,-5.66,11.77,,26.965
G1-570248,2025-07-29,13063.67,SOXL,no change,no change,no change,no change,SOXL,13124.26,60.59,0.46,11.36,,
G1-570248,2025-07-30,13124.26,SOXL,no change,no change,no change,no change,SOXL,13358.02,233.76,1.78,9.78,,
G1-570248,2025-07-31,13358.02,SOXL,no change,no change,15:55,SOXS,SOXS,12031.48,-1326.54,-9.93,18.74,,7.7652
G1-570248,2025-08-01,12031.48,SOXS,no change,no change,no change,no change,SOXS,12403.14,371.66,3.09,16.23,,
G1-570248,2025-08-04,12403.14,SOXS,no change,no change,no change,no change,SOXS,11938.3,-464.84,-3.75,19.37,,
G1-570248,2025-08-05,11938.3,SOXS,no change,no change,15:55,SOXL,SOXL,12114.07,175.77,1.47,18.18,,24.63
G1-570248,2025-08-06,12114.07,SOXL,no change,no change,no change,no change,SOXL,11767.22,-346.85,-2.86,20.52,,
G1-570248,2025-08-07,11767.22,SOXL,no change,no change,no change,no change,SOXL,12281.39,514.18,4.37,17.05,,
G1-570248,2025-08-08,12281.39,SOXL,no change,no change,no change,no change,SOXL,12647.96,366.56,2.98,14.58,,
G1-570248,2025-08-11,12647.96,SOXL,no change,no change,no change,no change,SOXL,12529.89,-118.06,-0.93,15.37,,
G1-570248,2025-08-12,12529.89,SOXL,no change,no change,no change,no change,SOXL,13804.25,1274.35,10.17,6.77,,
G1-570248,2025-08-13,13804.25,SOXL,no change,no change,no change,no change,SOXL,14420.83,616.58,4.47,2.6,,
G1-570248,2025-08-14,14420.83,SOXL,no change,no change,no change,no change,SOXL,14527.54,106.71,0.74,1.88,,
G1-570248,2025-08-15,14527.54,SOXL,no change,no change,no change,no change,SOXL,13486.88,-1040.66,-7.16,8.91,,
G1-570248,2025-08-18,13486.88,SOXL,no change,no change,no change,no change,SOXL,13548.39,61.51,0.46,8.49,,
G1-570248,2025-08-19,13548.39,SOXL,no change,no change,no change,no change,SOXL,12865.21,-683.18,-5.04,13.11,,
G1-570248,2025-08-20,12865.21,SOXL,no change,no change,no change,no change,SOXL,12692.24,-172.97,-1.34,14.28,,
G1-570248,2025-08-21,12692.24,SOXL,no change,no change,no change,no change,SOXL,12512.63,-179.61,-1.42,15.49,,
G1-570248,2025-08-22,12512.63,SOXL,10:21,SOXL,15:55,SOXL,SOXL,13586.73,1074.1,8.58,8.24,27.605,27.455
G1-570248,2025-08-25,13586.73,SOXL,no change,no change,no change,no change,SOXL,13566.91,-19.82,-0.15,8.37,,
G1-570248,2025-08-26,13566.91,SOXL,no change,no change,no change,no change,SOXL,13871.42,304.51,2.24,6.31,,
G1-570248,2025-08-27,13871.42,SOXL,no change,no change,no change,no change,SOXL,13950.6,79.17,0.57,5.78,,
G1-570248,2025-08-28,13950.6,SOXL,no change,no change,no change,no change,SOXL,14156.03,205.44,1.47,4.39,,
G1-570248,2025-08-29,14156.03,SOXL,no change,no change,no change,no change,SOXL,12797.16,-1358.87,-9.6,13.57,,
G1-570248,2025-09-02,12797.16,SOXL,no change,no change,no change,no change,SOXL,12492.27,-304.89,-2.38,15.63,,
G1-570248,2025-09-03,12492.27,SOXL,no change,no change,no change,no change,SOXL,12269.92,-222.36,-1.78,17.13,,
G1-570248,2025-09-04,12269.92,SOXL,no change,no change,no change,no change,SOXL,12653.57,383.66,3.13,14.54,,
G1-570248,2025-09-05,12653.57,SOXL,no change,no change,no change,no change,SOXL,13091.68,438.11,3.46,11.58,,
G1-570248,2025-09-08,13091.68,SOXL,no change,no change,no change,no change,SOXL,13383.77,292.09,2.23,9.61,,
G1-570248,2025-09-09,13383.77,SOXL,no change,no change,no change,no change,SOXL,13440.7,56.93,0.43,9.22,,
G1-570248,2025-09-10,13440.7,SOXL,no change,no change,no change,no change,SOXL,14163.47,722.77,5.38,4.34,,
G1-570248,2025-09-11,14163.47,SOXL,no change,no change,no change,no change,SOXL,14411.01,247.54,1.75,2.67,,
G1-570248,2025-09-12,14411.01,SOXL,no change,no change,no change,no change,SOXL,14534.75,123.74,0.86,1.83,,
G1-570248,2025-09-15,14534.75,SOXL,no change,no change,no change,no change,SOXL,14812.0,277.25,1.91,0.0,,
G1-570248,2025-09-16,14812.0,SOXL,no change,no change,no change,no change,SOXL,15128.76,316.76,2.14,0.0,,
G1-570248,2025-09-17,15128.76,SOXL,no change,no change,no change,no change,SOXL,15130.34,1.58,0.01,0.0,,
G1-570248,2025-09-18,15130.34,SOXL,no change,no change,no change,no change,SOXL,16643.69,1513.35,10.0,0.0,,
G1-570248,2025-09-19,16643.69,SOXL,no change,no change,no change,no change,SOXL,16309.54,-334.15,-2.01,2.01,,
G1-570248,2025-09-22,16309.54,SOXL,no change,no change,no change,no change,SOXL,17084.27,774.74,4.75,0.0,,
G1-570248,2025-09-23,17084.27,SOXL,no change,no change,no change,no change,SOXL,16977.85,-106.42,-0.62,0.62,,
G1-570248,2025-09-24,16977.85,SOXL,no change,no change,no change,no change,SOXL,16863.99,-113.86,-0.67,1.29,,
G1-570248,2025-09-25,16863.99,SOXL,no change,no change,no change,no change,SOXL,16717.95,-146.04,-0.87,2.14,,
G1-570248,2025-09-26,16717.95,SOXL,no change,no change,no change,no change,SOXL,16821.91,103.96,0.62,1.54,,
G1-570248,2025-09-29,16821.91,SOXL,no change,no change,no change,no change,SOXL,16856.56,34.65,0.21,1.33,,
G1-570248,2025-09-30,16856.56,SOXL,no change,no change,no change,no change,SOXL,17205.57,349.01,2.07,0.0,,
G1-570248,2025-10-01,17205.57,SOXL,no change,no change,no change,no change,SOXL,18252.61,1047.04,6.09,0.0,,
G1-570248,2025-10-02,18252.61,SOXL,no change,no change,no change,no change,SOXL,19319.45,1066.84,5.84,0.0,,
G1-570248,2025-10-03,19319.45,SOXL,no change,no change,no change,no change,SOXL,18945.68,-373.77,-1.93,1.93,,
G1-570248,2025-10-06,18945.68,SOXL,09:33,SOXL,15:55,SOXL,SOXL,20926.14,1980.45,10.45,0.0,42.3693,41.8197
G1-570248,2025-10-07,20926.14,SOXL,no change,no change,no change,no change,SOXL,19475.16,-1450.98,-6.93,6.93,,
G1-570248,2025-10-08,19475.16,SOXL,no change,no change,no change,no change,SOXL,21429.18,1954.02,10.03,0.0,,
G1-570248,2025-10-09,21429.18,SOXL,no change,no change,no change,no change,SOXL,21073.9,-355.28,-1.66,1.66,,
G1-570248,2025-10-10,21073.9,SOXL,no change,no change,no change,no change,SOXL,17275.95,-3797.96,-18.02,19.38,,
G1-570248,2025-10-13,17275.95,SOXL,04:00,SOXL,15:55,SOXL,SOXL,18685.72,1409.77,8.16,12.8,37.81,39.145
G1-570248,2025-10-14,18685.72,SOXL,no change,no change,no change,no change,SOXL,17487.58,-1198.14,-6.41,18.39,,
G1-570248,2025-10-15,17487.58,SOXL,11:37,SOXL,15:55,SOXL,SOXL,18749.4,1261.82,7.22,12.51,39.3,39.7899
G1-570248,2025-10-16,18749.4,SOXL,no change,no change,no change,no change,SOXL,19074.58,325.18,1.73,10.99,,
G1-570248,2025-10-17,19074.58,SOXL,no change,no change,no change,no change,SOXL,18942.64,-131.94,-0.69,11.6,,
G1-570248,2025-10-20,18942.64,SOXL,no change,no change,no change,no change,SOXL,19989.29,1046.65,5.53,6.72,,
G1-570248,2025-10-21,19989.29,SOXL,no change,no change,no change,no change,SOXL,19628.25,-361.04,-1.81,8.4,,
G1-570248,2025-10-22,19628.25,SOXL,no change,no change,15:55,SOXS,SOXS,18003.69,-1624.56,-8.28,15.99,,4.235
G1-570248,2025-10-23,18003.69,SOXS,09:50,SOXS,15:55,SOXL,SOXL,17087.23,-916.46,-5.09,20.26,4.02,41.24
G1-570248,2025-10-24,17087.23,SOXL,no change,no change,no change,no change,SOXL,18004.98,917.75,5.37,15.98,,
G1-570248,2025-10-27,18004.98,SOXL,no change,no change,no change,no change,SOXL,19446.87,1441.89,8.01,9.25,,
G1-570248,2025-10-28,19446.87,SOXL,no change,no change,no change,no change,SOXL,19498.67,51.79,0.27,9.01,,
G1-570248,2025-10-29,19498.67,SOXL,no change,no change,no change,no change,SOXL,20511.72,1013.05,5.2,4.28,,
G1-570248,2025-10-30,20511.72,SOXL,no change,no change,no change,no change,SOXL,19755.18,-756.54,-3.69,7.81,,
G1-570248,2025-10-31,19755.18,SOXL,no change,no change,no change,no change,SOXL,19929.58,174.39,0.88,7.0,,
G1-570248,2025-11-03,19929.58,SOXL,no change,no change,no change,no change,SOXL,20128.46,198.88,1.0,6.07,,
G1-570248,2025-11-04,20128.46,SOXL,no change,no change,no change,no change,SOXL,17731.52,-2396.94,-11.91,17.26,,
G1-570248,2025-11-05,17731.52,SOXL,15:50,SOXL,15:55,SOXS,SOXS,19620.95,1889.43,10.66,8.44,47.3901,3.275
G1-570248,2025-11-06,19620.95,SOXS,no change,no change,15:55,SOXL,SOXL,21414.02,1793.07,9.14,0.07,,43.07
G1-570248,2025-11-07,21414.02,SOXL,no change,no change,15:55,SOXS,SOXS,20488.46,-925.56,-4.32,4.39,,3.735
G1-570248,2025-11-10,20488.46,SOXS,04:00,SOXS,15:55,SOXL,SOXL,18800.71,-1687.76,-8.24,12.27,3.415,45.085
G1-570248,2025-11-11,18800.71,SOXL,no change,no change,no change,no change,SOXL,17435.01,-1365.69,-7.26,18.64,,
G1-570248,2025-11-12,17435.01,SOXL,no change,no change,15:55,SOXS,SOXS,18190.42,755.41,4.33,15.11,,3.4795
G1-570248,2025-11-13,18190.42,SOXS,no change,no change,15:55,SOXL,SOXL,20012.63,1822.21,10.02,6.61,,39.135
G1-570248,2025-11-14,20012.63,SOXL,no change,no change,15:55,SOXS,SOXS,19835.21,-177.42,-0.89,7.44,,3.87
G1-570248,2025-11-17,19835.21,SOXS,no change,no change,no change,no change,SOXS,20829.25,994.04,5.01,2.8,,
G1-570248,2025-11-18,20829.25,SOXS,no change,no change,no change,no change,SOXS,22022.46,1193.21,5.73,0.0,,
G1-570248,2025-11-19,22022.46,SOXS,17:36,SOXL,no change,no change,SOXS,21039.75,-982.7,-4.46,4.46,38.27,
G1-570248,2025-11-20,21039.75,SOXS,no change,no change,15:55,SOXL,SOXL,24183.89,3144.14,14.94,0.0,,30.83
G1-570248,2025-11-21,24183.89,SOXL,no change,no change,no change,no change,SOXL,24827.12,643.23,2.66,0.0,,
G1-570248,2025-11-24,24827.12,SOXL,10:11,SOXL,15:55,SOXL,SOXL,26929.94,2102.82,8.47,0.0,34.29,36.125
G1-570248,2025-11-25,26929.94,SOXL,no change,no change,no change,no change,SOXL,26997.04,67.09,0.25,0.0,,
G1-570248,2025-11-26,26997.04,SOXL,15:57,SOXL,15:55,SOXL,SOXL,29262.47,2265.44,8.39,0.0,39.305,39.305
G1-570248,2025-11-28,29262.47,SOXL,no change,no change,no change,no change,SOXL,30569.07,1306.59,4.47,0.0,,
G1-570248,2025-12-01,30569.07,SOXL,no change,no change,no change,no change,SOXL,30833.36,264.3,0.86,0.0,,
G1-570248,2025-12-02,30833.36,SOXL,no change,no change,no change,no change,SOXL,32590.38,1757.01,5.7,0.0,,
G1-570248,2025-12-03,32590.38,SOXL,no change,no change,no change,no change,SOXL,34667.53,2077.15,6.37,0.0,,
G1-570248,2025-12-04,34667.53,SOXL,no change,no change,no change,no change,SOXL,33535.89,-1131.64,-3.26,3.26,,
G1-570248,2025-12-05,33535.89,SOXL,no change,no change,no change,no change,SOXL,34652.64,1116.75,3.33,0.04,,
G1-570248,2025-12-08,34652.64,SOXL,no change,no change,no change,no change,SOXL,35534.87,882.23,2.55,0.0,,
G1-570248,2025-12-09,35534.87,SOXL,no change,no change,no change,no change,SOXL,35624.2,89.34,0.25,0.0,,
G1-570248,2025-12-10,35624.2,SOXL,no change,no change,no change,no change,SOXL,37124.37,1500.16,4.21,0.0,,
G1-570248,2025-12-11,37124.37,SOXL,no change,no change,no change,no change,SOXL,36149.08,-975.29,-2.63,2.63,,
G1-570248,2025-12-12,36149.08,SOXL,no change,no change,no change,no change,SOXL,31026.93,-5122.14,-14.17,16.42,,
G1-570248,2025-12-15,31026.93,SOXL,no change,no change,no change,no change,SOXL,30550.45,-476.48,-1.54,17.71,,
G1-570248,2025-12-16,30550.45,SOXL,no change,no change,no change,no change,SOXL,30323.38,-227.07,-0.74,18.32,,
G1-570248,2025-12-17,30323.38,SOXL,no change,no change,no change,no change,SOXL,26701.4,-3621.98,-11.94,28.08,,
G1-570248,2025-12-18,26701.4,SOXL,09:46,SOXL,15:55,SOXL,SOXL,29421.9,2720.5,10.19,20.75,39.69,38.7725
G1-570248,2025-12-19,29421.9,SOXL,no change,no change,no change,no change,SOXL,31764.8,2342.9,7.96,14.44,,
G1-570248,2025-12-22,31764.8,SOXL,no change,no change,no change,no change,SOXL,32748.25,983.45,3.1,11.79,,
G1-570248,2025-12-23,32748.25,SOXL,no change,no change,no change,no change,SOXL,33142.08,393.83,1.2,10.73,,
G1-570248,2025-12-24,33142.08,SOXL,no change,no change,no change,no change,SOXL,33396.29,254.21,0.77,10.04,,
G1-570248,2025-12-26,33396.29,SOXL,no change,no change,no change,no change,SOXL,33597.39,201.09,0.6,9.5,,
G1-570248,2025-12-29,33597.39,SOXL,no change,no change,no change,no change,SOXL,33236.86,-360.52,-1.07,10.47,,
G1-570248,2025-12-30,33236.86,SOXL,no change,no change,no change,no change,SOXL,33181.16,-55.7,-0.17,10.62,,
G1-570248,2025-12-31,33181.16,SOXL,no change,no change,no change,no change,SOXL,32140.42,-1040.74,-3.14,13.42,,
G1-570248,2026-01-02,32140.42,SOXL,10:20,SOXL,15:55,SOXL,SOXL,35682.37,3541.95,11.02,3.88,46.96,47.24
G1-570248,2026-01-05,35682.37,SOXL,no change,no change,no change,no change,SOXL,37019.32,1336.96,3.75,0.28,,
G1-570248,2026-01-06,37019.32,SOXL,no change,no change,no change,no change,SOXL,40871.57,3852.25,10.41,0.0,,
G1-570248,2026-01-07,40871.57,SOXL,no change,no change,no change,no change,SOXL,39396.76,-1474.81,-3.61,3.61,,
G1-570248,2026-01-08,39396.76,SOXL,no change,no change,no change,no change,SOXL,37498.97,-1897.8,-4.82,8.25,,
G1-570248,2026-01-09,37498.97,SOXL,no change,no change,no change,no change,SOXL,40962.21,3463.24,9.24,0.0,,
G1-570248,2026-01-12,40962.21,SOXL,no change,no change,no change,no change,SOXL,41456.96,494.75,1.21,0.0,,
G1-570248,2026-01-13,41456.96,SOXL,no change,no change,no change,no change,SOXL,42306.72,849.76,2.05,0.0,,
G1-570248,2026-01-14,42306.72,SOXL,no change,no change,no change,no change,SOXL,41676.01,-630.71,-1.49,1.49,,
G1-570248,2026-01-15,41676.01,SOXL,09:37,SOXL,15:55,SOXL,SOXL,45311.7,3635.69,8.72,0.0,60.131,58.19
G1-570248,2026-01-16,45311.7,SOXL,no change,no change,no change,no change,SOXL,47289.56,1977.86,4.37,0.0,,
G1-570248,2026-01-20,47289.56,SOXL,no change,no change,no change,no change,SOXL,45253.3,-2036.26,-4.31,4.31,,
G1-570248,2026-01-21,45253.3,SOXL,11:42,SOXL,15:55,SOXL,SOXL,48961.95,3708.65,8.2,0.0,63.125,63.6
G1-570248,2026-01-22,48961.95,SOXL,no change,no change,no change,no change,SOXL,48908.06,-53.89,-0.11,0.11,,
G1-570248,2026-01-23,48908.06,SOXL,no change,no change,no change,no change,SOXL,47245.21,-1662.86,-3.4,3.51,,
G1-570248,2026-01-26,47245.21,SOXL,no change,no change,no change,no change,SOXL,46714.01,-531.19,-1.12,4.59,,
G1-570248,2026-01-27,46714.01,SOXL,no change,no change,no change,no change,SOXL,50008.94,3294.92,7.05,0.0,,
G1-570248,2026-01-28,50008.94,SOXL,04:00,SOXL,15:55,SOXL,SOXL,53897.25,3888.32,7.78,0.0,70.78,70.055
G1-570248,2026-01-29,53897.25,SOXL,no change,no change,no change,no change,SOXL,54054.97,157.72,0.29,0.0,,
G1-570248,2026-01-30,54054.97,SOXL,no change,no change,no change,no change,SOXL,47523.14,-6531.83,-12.08,12.08,,
G1-570248,2026-02-02,47523.14,SOXL,no change,no change,no change,no change,SOXL,49990.23,2467.09,5.19,7.52,,
G1-570248,2026-02-03,49990.23,SOXL,no change,no change,no change,no change,SOXL,46857.64,-3132.59,-6.27,13.31,,
G1-570248,2026-02-04,46857.64,SOXL,no change,no change,no change,no change,SOXL,41083.7,-5773.94,-12.32,24.0,,
G1-570248,2026-02-05,41083.7,SOXL,no change,no change,no change,no change,SOXL,40706.64,-377.06,-0.92,24.69,,
G1-570248,2026-02-06,40706.64,SOXL,09:56,SOXL,15:55,SOXL,SOXL,45625.78,4919.14,12.08,15.59,59.07,61.91
G1-570248,2026-02-09,45625.78,SOXL,no change,no change,no change,no change,SOXL,47213.95,1588.17,3.48,12.66,,
G1-570248,2026-02-10,47213.95,SOXL,no change,no change,no change,no change,SOXL,46681.19,-532.76,-1.13,13.64,,
G1-570248,2026-02-11,46681.19,SOXL,no change,no change,no change,no change,SOXL,50287.11,3605.92,7.72,6.97,,
G1-570248,2026-02-12,50287.11,SOXL,no change,no change,no change,no change,SOXL,46583.84,-3703.27,-7.36,13.82,,
G1-570248,2026-02-13,46583.84,SOXL,no change,no change,15:55,SOXS,SOXS,47374.12,790.28,1.7,12.36,,1.775
G1-570248,2026-02-17,47374.12,SOXS,no change,no change,15:55,SOXL,SOXL,47237.39,-136.73,-0.29,12.61,,64.235
G1-570248,2026-02-18,47237.39,SOXL,no change,no change,no change,no change,SOXL,48855.24,1617.84,3.42,9.62,,
G1-570248,2026-02-19,48855.24,SOXL,no change,no change,no change,no change,SOXL,47715.39,-1139.85,-2.33,11.73,,
G1-570248,2026-02-20,47715.39,SOXL,no change,no change,no change,no change,SOXL,49116.3,1400.91,2.94,9.14,,
G1-570248,2026-02-23,49116.3,SOXL,no change,no change,no change,no change,SOXL,48014.99,-1101.31,-2.24,11.17,,
G1-570248,2026-02-24,48014.99,SOXL,no change,no change,no change,no change,SOXL,50491.47,2476.48,5.16,6.59,,
G1-570248,2026-02-25,50491.47,SOXL,no change,no change,no change,no change,SOXL,52874.11,2382.64,4.72,2.18,,
G1-570248,2026-02-26,52874.11,SOXL,no change,no change,no change,no change,SOXL,47880.85,-4993.26,-9.44,11.42,,
