Variant,Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %,Sell Time Price,Buy Time Price
G1-412837,2025-05-07,9784.84,SPXS,no change,no change,no change,no change,SPXS,9715.49,-69.35,-0.71,12.27,,
G1-412837,2025-05-08,9715.49,SPXS,no change,no change,15:55,SPXL,SPXL,9521.66,-193.83,-2.0,14.02,,135.1099
G1-412837,2025-05-09,9521.66,SPXL,no change,no change,15:55,SOXL,SOXL,9476.39,-45.27,-0.48,14.43,,14.0724
G1-412837,2025-05-12,9476.39,SOXL,04:00,SOXL,15:55,SOXL,SOXL,10837.27,1360.88,14.36,2.14,16.43,17.095
G1-412837,2025-05-13,10837.27,SOXL,13:59,SOXL,15:55,SOXL,SOXL,11687.21,849.94,7.84,0.0,18.46,18.5999
G1-412837,2025-05-14,11687.21,SOXL,no change,no change,15:55,TQQQ,TQQQ,11801.65,114.43,0.98,0.0,,70.39
G1-412837,2025-05-15,11801.65,TQQQ,08:00,TQQQ,15:55,TQQQ,TQQQ,11528.47,-273.17,-2.31,2.31,69.2,70.19
G1-412837,2025-05-16,11528.47,TQQQ,10:44,TQQQ,15:55,SPXL,SPXL,11477.5,-50.97,-0.44,2.75,69.703,156.06
G1-412837,2025-05-19,11477.5,SPXL,no change,no change,no change,no change,SPXL,11509.38,31.88,0.28,2.48,,
G1-412837,2025-05-20,11509.38,SPXL,no change,no change,no change,no change,SPXL,11362.0,-147.38,-1.28,3.73,,
G1-412837,2025-05-21,11362.0,SPXL,no change,no change,no change,no change,SPXL,10862.17,-499.83,-4.4,7.96,,
G1-412837,2025-05-22,10862.17,SPXL,no change,no change,no change,no change,SPXL,10835.28,-26.89,-0.25,8.19,,
G1-412837,2025-05-23,10835.28,SPXL,no change,no change,no change,no change,SPXL,10575.39,-259.89,-2.4,10.39,,
G1-412837,2025-05-27,10575.39,SPXL,no change,no change,no change,no change,SPXL,11227.4,652.01,6.17,4.87,,
G1-412837,2025-05-28,11227.4,SPXL,no change,no change,no change,no change,SPXL,11048.13,-179.27,-1.6,6.38,,
G1-412837,2025-05-29,11048.13,SPXL,no change,no change,15:55,SOXL,SOXL,11147.85,99.72,0.9,5.54,,17.105
G1-412837,2025-05-30,11147.85,SOXL,no change,no change,15:55,SPXL,SPXL,10580.02,-567.83,-5.09,10.35,,152.35
G1-412837,2025-06-02,10580.02,SPXL,no change,no change,no change,no change,SPXL,10653.63,73.61,0.7,9.73,,
G1-412837,2025-06-03,10653.63,SPXL,no change,no change,15:55,SOXL,SOXL,10875.14,221.51,2.08,7.85,,18.32
G1-412837,2025-06-04,10875.14,SOXL,no change,no change,no change,no change,SOXL,11312.99,437.85,4.03,4.14,,
G1-412837,2025-06-05,11312.99,SOXL,no change,no change,no change,no change,SOXL,11262.0,-50.99,-0.45,4.57,,
G1-412837,2025-06-06,11262.0,SOXL,no change,no change,no change,no change,SOXL,11431.9,169.9,1.51,3.13,,
G1-412837,2025-06-09,11431.9,SOXL,10:57,SOXL,15:55,SOXL,SOXL,12228.63,796.73,6.97,0.0,20.6194,20.595
G1-412837,2025-06-10,12228.63,SOXL,no change,no change,no change,no change,SOXL,12975.89,747.26,6.11,0.0,,
G1-412837,2025-06-11,12975.89,SOXL,no change,no change,no change,no change,SOXL,12812.36,-163.54,-1.26,1.26,,
G1-412837,2025-06-12,12812.36,SOXL,no change,no change,no change,no change,SOXL,12892.59,80.23,0.63,0.64,,
G1-412837,2025-06-13,12892.59,SOXL,no change,no change,no change,no change,SOXL,11868.47,-1024.12,-7.94,8.53,,
