cid,window,period,initial_equity,fast_signal_threshold,fast_trend_gap_pct,fast_inverse_min_weight,fast_override_days,v2_final_equity,v2_return_pct,v2_maxdd_pct,v2_events,v2_variant_regimes_seen,fast_final_equity,fast_return_pct,fast_maxdd_pct,fast_events,fast_variant_regimes_seen,fast_minus_v2_equity,fast_minus_v2_return_pct,fast_minus_v2_maxdd_pct
FEV1-0014,3m,2026-01-08 to 2026-04-10,10000.0,0.7,6.0,0.9,0,27083.061806713835,170.83061806713835,12.751156043855765,19,3,27083.061806713835,170.83061806713835,12.751156043855765,19,3,0.0,0.0,0.0
FEV1-0014,4m,2025-12-09 to 2026-04-10,10000.0,0.7,6.0,0.9,0,27048.504947926915,170.48504947926912,12.751156043855751,24,3,27048.504947926915,170.48504947926912,12.751156043855751,24,3,0.0,0.0,0.0
FEV1-0014,5m,2025-11-08 to 2026-04-10,10000.0,0.7,6.0,0.9,0,33794.03013577458,237.94030135774577,12.751156043855778,28,3,33794.03013577458,237.94030135774577,12.751156043855778,28,3,0.0,0.0,0.0
FEV1-0014,6m,2025-10-09 to 2026-04-10,10000.0,0.7,6.0,0.9,0,28146.638436788362,181.4663843678836,12.751156043855753,34,3,28146.638436788362,181.4663843678836,12.751156043855753,34,3,0.0,0.0,0.0
FEV1-0014,1y,2025-04-10 to 2026-04-10,10000.0,0.7,6.0,0.9,0,51084.695137694674,410.8469513769467,13.227693959998723,75,3,51084.695137694674,410.8469513769467,13.227693959998723,75,3,0.0,0.0,0.0
FEV1-0015,10d,2026-03-31 to 2026-04-10,10000.0,0.7,8.0,0.8,0,14521.364165968324,45.21364165968325,6.814576160112525,3,2,14521.364165968324,45.21364165968325,6.814576160112525,3,2,0.0,0.0,0.0
FEV1-0015,1m,2026-03-11 to 2026-04-10,10000.0,0.7,8.0,0.8,0,15563.893339653261,55.63893339653261,12.75115604385576,8,2,15563.893339653261,55.63893339653261,12.75115604385576,8,2,0.0,0.0,0.0
FEV1-0015,2m,2026-02-08 to 2026-04-10,10000.0,0.7,8.0,0.8,0,22685.177027107908,126.85177027107906,12.751156043855762,13,2,22685.177027107908,126.85177027107906,12.751156043855762,13,2,0.0,0.0,0.0
FEV1-0015,3m,2026-01-08 to 2026-04-10,10000.0,0.7,8.0,0.8,0,27083.061806713835,170.83061806713835,12.751156043855765,19,3,27083.061806713835,170.83061806713835,12.751156043855765,19,3,0.0,0.0,0.0
FEV1-0015,4m,2025-12-09 to 2026-04-10,10000.0,0.7,8.0,0.8,0,27048.504947926915,170.48504947926912,12.751156043855751,24,3,27048.504947926915,170.48504947926912,12.751156043855751,24,3,0.0,0.0,0.0
FEV1-0015,5m,2025-11-08 to 2026-04-10,10000.0,0.7,8.0,0.8,0,33794.03013577458,237.94030135774577,12.751156043855778,28,3,33794.03013577458,237.94030135774577,12.751156043855778,28,3,0.0,0.0,0.0
FEV1-0015,6m,2025-10-09 to 2026-04-10,10000.0,0.7,8.0,0.8,0,28146.638436788362,181.4663843678836,12.751156043855753,34,3,28146.638436788362,181.4663843678836,12.751156043855753,34,3,0.0,0.0,0.0
FEV1-0015,1y,2025-04-10 to 2026-04-10,10000.0,0.7,8.0,0.8,0,51084.695137694674,410.8469513769467,13.227693959998723,75,3,51084.695137694674,410.8469513769467,13.227693959998723,75,3,0.0,0.0,0.0
FEV1-0016,10d,2026-03-31 to 2026-04-10,10000.0,0.7,8.0,0.9,0,14521.364165968324,45.21364165968325,6.814576160112525,3,2,14521.364165968324,45.21364165968325,6.814576160112525,3,2,0.0,0.0,0.0
FEV1-0016,1m,2026-03-11 to 2026-04-10,10000.0,0.7,8.0,0.9,0,15563.893339653261,55.63893339653261,12.75115604385576,8,2,15563.893339653261,55.63893339653261,12.75115604385576,8,2,0.0,0.0,0.0
FEV1-0016,2m,2026-02-08 to 2026-04-10,10000.0,0.7,8.0,0.9,0,22685.177027107908,126.85177027107906,12.751156043855762,13,2,22685.177027107908,126.85177027107906,12.751156043855762,13,2,0.0,0.0,0.0
FEV1-0016,3m,2026-01-08 to 2026-04-10,10000.0,0.7,8.0,0.9,0,27083.061806713835,170.83061806713835,12.751156043855765,19,3,27083.061806713835,170.83061806713835,12.751156043855765,19,3,0.0,0.0,0.0
FEV1-0016,4m,2025-12-09 to 2026-04-10,10000.0,0.7,8.0,0.9,0,27048.504947926915,170.48504947926912,12.751156043855751,24,3,27048.504947926915,170.48504947926912,12.751156043855751,24,3,0.0,0.0,0.0
FEV1-0016,5m,2025-11-08 to 2026-04-10,10000.0,0.7,8.0,0.9,0,33794.03013577458,237.94030135774577,12.751156043855778,28,3,33794.03013577458,237.94030135774577,12.751156043855778,28,3,0.0,0.0,0.0
FEV1-0016,6m,2025-10-09 to 2026-04-10,10000.0,0.7,8.0,0.9,0,28146.638436788362,181.4663843678836,12.751156043855753,34,3,28146.638436788362,181.4663843678836,12.751156043855753,34,3,0.0,0.0,0.0
FEV1-0016,1y,2025-04-10 to 2026-04-10,10000.0,0.7,8.0,0.9,0,51084.695137694674,410.8469513769467,13.227693959998723,75,3,51084.695137694674,410.8469513769467,13.227693959998723,75,3,0.0,0.0,0.0
FEV1-0017,10d,2026-03-31 to 2026-04-10,10000.0,0.7,10.0,0.8,0,14521.364165968324,45.21364165968325,6.814576160112525,3,2,14521.364165968324,45.21364165968325,6.814576160112525,3,2,0.0,0.0,0.0
FEV1-0017,1m,2026-03-11 to 2026-04-10,10000.0,0.7,10.0,0.8,0,15563.893339653261,55.63893339653261,12.75115604385576,8,2,15563.893339653261,55.63893339653261,12.75115604385576,8,2,0.0,0.0,0.0
FEV1-0017,2m,2026-02-08 to 2026-04-10,10000.0,0.7,10.0,0.8,0,22685.177027107908,126.85177027107906,12.751156043855762,13,2,22685.177027107908,126.85177027107906,12.751156043855762,13,2,0.0,0.0,0.0
FEV1-0017,3m,2026-01-08 to 2026-04-10,10000.0,0.7,10.0,0.8,0,27083.061806713835,170.83061806713835,12.751156043855765,19,3,27083.061806713835,170.83061806713835,12.751156043855765,19,3,0.0,0.0,0.0
FEV1-0017,4m,2025-12-09 to 2026-04-10,10000.0,0.7,10.0,0.8,0,27048.504947926915,170.48504947926912,12.751156043855751,24,3,27048.504947926915,170.48504947926912,12.751156043855751,24,3,0.0,0.0,0.0
FEV1-0017,5m,2025-11-08 to 2026-04-10,10000.0,0.7,10.0,0.8,0,33794.03013577458,237.94030135774577,12.751156043855778,28,3,33794.03013577458,237.94030135774577,12.751156043855778,28,3,0.0,0.0,0.0
FEV1-0017,6m,2025-10-09 to 2026-04-10,10000.0,0.7,10.0,0.8,0,28146.638436788362,181.4663843678836,12.751156043855753,34,3,28146.638436788362,181.4663843678836,12.751156043855753,34,3,0.0,0.0,0.0
FEV1-0017,1y,2025-04-10 to 2026-04-10,10000.0,0.7,10.0,0.8,0,51084.695137694674,410.8469513769467,13.227693959998723,75,3,51084.695137694674,410.8469513769467,13.227693959998723,75,3,0.0,0.0,0.0
FEV1-0018,10d,2026-03-31 to 2026-04-10,10000.0,0.7,10.0,0.9,0,14521.364165968324,45.21364165968325,6.814576160112525,3,2,14521.364165968324,45.21364165968325,6.814576160112525,3,2,0.0,0.0,0.0
FEV1-0018,1m,2026-03-11 to 2026-04-10,10000.0,0.7,10.0,0.9,0,15563.893339653261,55.63893339653261,12.75115604385576,8,2,15563.893339653261,55.63893339653261,12.75115604385576,8,2,0.0,0.0,0.0
FEV1-0018,2m,2026-02-08 to 2026-04-10,10000.0,0.7,10.0,0.9,0,22685.177027107908,126.85177027107906,12.751156043855762,13,2,22685.177027107908,126.85177027107906,12.751156043855762,13,2,0.0,0.0,0.0
FEV1-0018,3m,2026-01-08 to 2026-04-10,10000.0,0.7,10.0,0.9,0,27083.061806713835,170.83061806713835,12.751156043855765,19,3,27083.061806713835,170.83061806713835,12.751156043855765,19,3,0.0,0.0,0.0
FEV1-0018,4m,2025-12-09 to 2026-04-10,10000.0,0.7,10.0,0.9,0,27048.504947926915,170.48504947926912,12.751156043855751,24,3,27048.504947926915,170.48504947926912,12.751156043855751,24,3,0.0,0.0,0.0
FEV1-0018,5m,2025-11-08 to 2026-04-10,10000.0,0.7,10.0,0.9,0,33794.03013577458,237.94030135774577,12.751156043855778,28,3,33794.03013577458,237.94030135774577,12.751156043855778,28,3,0.0,0.0,0.0
FEV1-0018,6m,2025-10-09 to 2026-04-10,10000.0,0.7,10.0,0.9,0,28146.638436788362,181.4663843678836,12.751156043855753,34,3,28146.638436788362,181.4663843678836,12.751156043855753,34,3,0.0,0.0,0.0
FEV1-0018,1y,2025-04-10 to 2026-04-10,10000.0,0.7,10.0,0.9,0,51084.695137694674,410.8469513769467,13.227693959998723,75,3,51084.695137694674,410.8469513769467,13.227693959998723,75,3,0.0,0.0,0.0
